source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[enrichment strategy]
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_10_5pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_10_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_10_5pct.raw	1	10_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_115_5pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_115_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_115_5pct.raw	1	115_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_11_10pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_11_10pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_11_10pct.raw	1	11_10pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_11_10pct_20171206063356	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_11_10pct_20171206063356.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_11_10pct_20171206063356.raw	2	11_10pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_11_10pct_20171215183020	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_11_10pct_20171215183020.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_11_10pct_20171215183020.raw	3	11_10pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_125_5pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_125_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_125_5pct.raw	1	125_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_12_5pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_12_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_12_5pct.raw	1	12_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_12_5pct_20171206134851	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_12_5pct_20171206134851.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_12_5pct_20171206134851.raw	2	12_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_12_5pct_20171215220756	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_12_5pct_20171215220756.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_12_5pct_20171215220756.raw	3	12_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_13_5pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_13_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_13_5pct.raw	1	13_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_13_5pct_20171206222105	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_13_5pct_20171206222105.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_13_5pct_20171206222105.raw	2	13_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_13_5pct_20171216014535	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_13_5pct_20171216014535.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_13_5pct_20171216014535.raw	3	13_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_145_10pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_145_10pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_145_10pct.raw	1	145_10pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_145_10pct_20171217020557	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_145_10pct_20171217020557.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_145_10pct_20171217020557.raw	2	145_10pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_145_20pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_145_20pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_145_20pct.raw	1	145_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_145_20pct_20171217054334	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_145_20pct_20171217054334.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_145_20pct_20171217054334.raw	2	145_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_145_5pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_145_5pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_145_5pct.raw	1	145_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_145_5pct_20171216222819	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_145_5pct_20171216222819.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_145_5pct_20171216222819.raw	2	145_5pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_14_20pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_14_20pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_14_20pct.raw	1	14_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_14_20pct_20171207053606	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_14_20pct_20171207053606.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_14_20pct_20171207053606.raw	2	14_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_14_20pct_20171216052313	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_14_20pct_20171216052313.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_14_20pct_20171216052313.raw	3	14_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_155_10pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_155_10pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_155_10pct.raw	1	155_10pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_155_10pct_20171217175344	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_155_10pct_20171217175344.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_155_10pct_20171217175344.raw	2	155_10pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
