source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[enrichment strategy]
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_155_30pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_155_30pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_155_30pct.raw	1	155_30pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_155_30pct_20171217213108	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_155_30pct_20171217213108.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_155_30pct_20171217213108.raw	2	155_30pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_15_30pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_15_30pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_15_30pct.raw	1	15_30pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_15_30pct_20171207140819	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_15_30pct_20171207140819.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_15_30pct_20171207140819.raw	2	15_30pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_165_20pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_165_20pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_165_20pct.raw	1	165_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_165_20pct_20171218095337	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_165_20pct_20171218095337.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_165_20pct_20171218095337.raw	2	165_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_165_40pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_165_40pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_165_40pct.raw	1	165_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_16_40pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_16_40pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_16_40pct.raw	1	16_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_16_40pct_20171207212930	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_16_40pct_20171207212930.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_16_40pct_20171207212930.raw	2	16_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_175_40pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_175_40pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_175_40pct.raw	1	175_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_175_40pct_20171213213827	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_175_40pct_20171213213827.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_175_40pct_20171213213827.raw	2	175_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_17_40pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_17_40pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_17_40pct.raw	1	17_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_17_40pct_20171208061338	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_17_40pct_20171208061338.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_17_40pct_20171208061338.raw	2	17_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_18_50pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_18_50pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_18_50pct.raw	1	18_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_18_50pct_20171208134040	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_18_50pct_20171208134040.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_18_50pct_20171208134040.raw	2	18_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_18p5_25pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_18p5_25pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_18p5_25pct.raw	1	18p5_25pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_18p5_25pct_20171203071910	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_18p5_25pct_20171203071910.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_18p5_25pct_20171203071910.raw	2	18p5_25pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_18p5_25pct_20171205094532	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_18p5_25pct_20171205094532.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_18p5_25pct_20171205094532.raw	3	18p5_25pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_18p5_25pct_NoAPD	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_18p5_25pct_NoAPD.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_18p5_25pct_NoAPD.raw	1	18p5_25pct_NoAPD	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_19_50pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_19_50pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_19_50pct.raw	1	19_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_19_50pct_20171208222458	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_19_50pct_20171208222458.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_19_50pct_20171208222458.raw	2	19_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_205_60pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_205_60pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_205_60pct.raw	1	205_60pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_20_60pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_20_60pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_20_60pct.raw	1	20_60pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_215_70pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_215_70pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_215_70pct.raw	1	215_70pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
