source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[enrichment strategy]
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_325_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_325_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_325_100pct.raw	1	325_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_32_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_32_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_32_100pct.raw	1	32_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_33_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_33_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_33_100pct.raw	1	33_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_33p5_25pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_33p5_25pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_33p5_25pct.raw	1	33p5_25pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_33p5_50pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_33p5_50pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_33p5_50pct.raw	1	33p5_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_345_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_345_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_345_100pct.raw	1	345_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_34_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_34_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_34_100pct.raw	1	34_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_35_50pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_35_50pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_35_50pct.raw	1	35_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_35p5_15pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_35p5_15pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_35p5_15pct.raw	1	35p5_15pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_35p5_30pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_35p5_30pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_35p5_30pct.raw	1	35p5_30pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_365_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_365_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_365_100pct.raw	1	365_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_36_50pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_36_50pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_36_50pct.raw	1	36_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_37_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_37_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_37_100pct.raw	1	37_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_37p5_25pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_37p5_25pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_37p5_25pct.raw	1	37p5_25pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_37p5_50pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_37p5_50pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_37p5_50pct.raw	1	37p5_50pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_385_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_385_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_385_100pct.raw	1	385_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_38_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_38_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_38_100pct.raw	1	38_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_395_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_395_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_395_100pct.raw	1	395_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_39_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_39_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_39_100pct.raw	1	39_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_40_100pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_40_100pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_40_100pct.raw	1	40_100pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_40p5_20pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_40p5_20pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_40p5_20pct.raw	1	40p5_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_40p5_40pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_40p5_40pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_40p5_40pct.raw	1	40p5_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_43p5_25pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_43p5_25pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_43p5_25pct.raw	1	43p5_25pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_43p5_70pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_43p5_70pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_43p5_70pct.raw	1	43p5_70pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_47_20pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_47_20pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_47_20pct.raw	1	47_20pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
K-562 cell lysate DSSO crosslinked HILIC fractions	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	hydrophilic interaction chromatography	26.4 Å	not available	not available	K562_2mg_DSSO_HILIC_47_40pct	proteomic profiling by mass spectrometry	K562_2mg_DSSO_HILIC_47_40pct.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/K562_2mg_DSSO_HILIC_47_40pct.raw	1	47_40pct	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	hydrophilic interaction chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	hydrophilic interaction chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	HILIC
